timestamp,seconds from start,altitude,servo position
2022-05-23 12:34:22.129295-05:00,380.550443,104.3140917,FALSE
2022-05-23 12:34:22.193678-05:00,380.614826,104.5015946,FALSE
2022-05-23 12:34:22.248533-05:00,380.669681,104.5015946,FALSE
2022-05-23 12:34:22.311728-05:00,380.732876,104.4390936,FALSE
2022-05-23 12:34:22.374875-05:00,380.796023,104.2515908,FALSE
2022-05-23 12:34:22.439603-05:00,380.860751,104.1890898,FALSE
2022-05-23 12:34:22.496756-05:00,380.917904,105.0016022,FALSE
2022-05-23 12:34:22.553256-05:00,380.974404,105.251606,FALSE
2022-05-23 12:34:22.608251-05:00,381.029399,104.8766003,FALSE
2022-05-23 12:34:22.664886-05:00,381.086034,103.939086,FALSE
2022-05-23 12:34:22.722663-05:00,381.143811,104.0640879,FALSE
2022-05-23 12:34:22.787046-05:00,381.208194,104.1890898,FALSE
2022-05-23 12:34:22.850256-05:00,381.271404,104.8766003,FALSE
2022-05-23 12:34:22.913619-05:00,381.334767,104.5015946,FALSE
2022-05-23 12:34:22.977191-05:00,381.398339,104.3765927,FALSE
2022-05-23 12:34:23.041004-05:00,381.462152,104.9391012,FALSE
2022-05-23 12:34:23.104501-05:00,381.525649,104.1890898,FALSE
2022-05-23 12:34:23.167844-05:00,381.588992,104.1890898,FALSE
2022-05-23 12:34:23.231274-05:00,381.652422,104.1890898,FALSE
2022-05-23 12:34:23.291947-05:00,381.713095,104.5015946,FALSE
2022-05-23 12:34:23.348684-05:00,381.769832,103.8140841,FALSE
2022-05-23 12:34:23.411863-05:00,381.833011,104.8766003,FALSE
2022-05-23 12:34:23.477485-05:00,381.898633,106.2516213,FALSE
2022-05-23 12:34:23.532421-05:00,381.953569,110.5641871,FALSE
2022-05-23 12:34:23.587247-05:00,382.008395,113.2517281,FALSE
2022-05-23 12:34:23.642479-05:00,382.063627,115.9392691,FALSE
2022-05-23 12:34:23.700835-05:00,382.121983,114.4392462,FALSE
2022-05-23 12:34:23.764476-05:00,382.185624,115.8767681,FALSE
2022-05-23 12:34:23.827770-05:00,382.248918,115.7517662,FALSE
2022-05-23 12:34:23.891607-05:00,382.312755,118.814313,FALSE
2022-05-23 12:34:23.954997-05:00,382.376145,120.2518349,FALSE
2022-05-23 12:34:24.018515-05:00,382.439663,120.8768444,FALSE
2022-05-23 12:34:24.081756-05:00,382.502904,124.0643931,FALSE
2022-05-23 12:34:24.145000-05:00,382.566148,124.4393988,FALSE
2022-05-23 12:34:24.208421-05:00,382.629569,127.0644388,FALSE
2022-05-23 12:34:24.271604-05:00,382.692752,129.1894713,FALSE
2022-05-23 12:34:24.334845-05:00,382.755993,130.4394903,FALSE
2022-05-23 12:34:24.398058-05:00,382.819206,132.5020218,FALSE
2022-05-23 12:34:24.463142-05:00,382.88429,133.6895399,FALSE
2022-05-23 12:34:24.520819-05:00,382.941967,134.3145495,FALSE
2022-05-23 12:34:24.577067-05:00,382.998215,134.7520562,FALSE
2022-05-23 12:34:24.632068-05:00,383.053216,135.8145724,FALSE
2022-05-23 12:34:24.693511-05:00,383.114659,137.689601,FALSE
2022-05-23 12:34:24.750969-05:00,383.172117,138.5021134,FALSE
2022-05-23 12:34:24.815319-05:00,383.236467,139.002121,FALSE
2022-05-23 12:34:24.878800-05:00,383.299948,139.3146258,FALSE
2022-05-23 12:34:24.942432-05:00,383.36358,140.9396506,FALSE
2022-05-23 12:34:25.005908-05:00,383.427056,141.5021592,FALSE
2022-05-23 12:34:25.069364-05:00,383.490512,142.1896696,FALSE
2022-05-23 12:34:25.132645-05:00,383.553793,142.7521782,FALSE
2022-05-23 12:34:25.195900-05:00,383.617048,143.4396887,FALSE
2022-05-23 12:34:25.250627-05:00,383.671775,144.439704,FALSE
2022-05-23 12:34:25.314022-05:00,383.73517,144.1271992,FALSE
2022-05-23 12:34:25.377213-05:00,383.798361,145.8772259,FALSE
2022-05-23 12:34:25.440455-05:00,383.861603,144.6897078,FALSE
2022-05-23 12:34:25.506617-05:00,383.927765,146.3147326,FALSE
2022-05-23 12:34:25.564356-05:00,383.985504,146.5022354,FALSE
2022-05-23 12:34:25.620315-05:00,384.041463,147.3147478,FALSE
2022-05-23 12:34:25.676759-05:00,384.097907,146.4397345,FALSE
2022-05-23 12:34:25.734713-05:00,384.155861,147.5022507,FALSE
2022-05-23 12:34:25.798415-05:00,384.219563,147.6272526,FALSE
2022-05-23 12:34:25.861937-05:00,384.283085,147.5647517,FALSE
2022-05-23 12:34:25.925334-05:00,384.346482,149.0022736,FALSE
2022-05-23 12:34:25.988668-05:00,384.409816,149.3772793,FALSE
2022-05-23 12:34:26.052012-05:00,384.47316,148.8772717,FALSE
2022-05-23 12:34:26.115559-05:00,384.536707,149.8772869,FALSE
2022-05-23 12:34:26.179151-05:00,384.600299,150.2522927,FALSE
2022-05-23 12:34:26.242604-05:00,384.663752,149.3772793,FALSE
2022-05-23 12:34:26.305839-05:00,384.726987,150.1272908,FALSE
2022-05-23 12:34:26.369200-05:00,384.790348,149.5647822,FALSE
2022-05-23 12:34:26.434832-05:00,384.85598,150.3772946,FALSE
2022-05-23 12:34:26.489809-05:00,384.910957,150.5022965,FALSE
2022-05-23 12:34:26.556339-05:00,384.977487,149.6272831,FALSE
2022-05-23 12:34:26.613264-05:00,385.034412,151.0648051,FALSE
2022-05-23 12:34:26.671008-05:00,385.092156,151.5648127,FALSE
2022-05-23 12:34:26.731643-05:00,385.152791,149.9397879,FALSE
2022-05-23 12:34:26.794756-05:00,385.215904,150.1272908,FALSE
